,address,unit,beds,baths,built,rent,rentdate,encumbered,status,registered
0,3345 HELMS AVE,3345.5,2.0,2.0,1952.0,3600.0,2022/08/09,No,Rented,True
0,3316 HELMS AVE,1,3.0,2.0,1954.0,3250.0,2022/08/09,No,Rented,True
0,3345 HELMS AVE,3347.5,1.0,1.0,1952.0,2000.0,2022/08/09,No,Rented,True
0,3842 COLLEGE AVE,4,2.0,1.0,1959.0,2560.0,2022/08/09,No,Rented,True
0,3316 HELMS AVE,2,3.0,2.0,1954.0,3300.0,2022/08/09,No,Rented,True
0,9215 SUMMERTIME LN,9215,1.0,1.0,1974.0,600.0,2022/08/09,No,Rented,True
0,3316 HELMS AVE,3,3.0,2.0,1954.0,3495.0,2022/08/09,No,Rented,True
0,3909 SAWTELLE BLVD,3909.5,2.0,1.0,1953.0,2145.0,2022/08/09,No,Rented,True
0,9031 HUBBARD ST,9033,1.0,1.0,1924.0,2147.0,2022/08/09,No,Rented,True
0,3909 SAWTELLE BLVD,3911,1.0,1.0,1953.0,2295.0,2022/08/09,No,Rented,True
0,3909 SAWTELLE BLVD,3911.5,2.0,1.0,1953.0,2345.0,2022/08/09,No,Rented,True
0,3842 COLLEGE AVE,2,2.0,2.0,1959.0,3600.0,2022/08/09,No,Rented,True
0,3316 HELMS AVE,4,3.0,2.0,1954.0,3495.0,2022/08/09,No,Rented,True
0,4191 LINCOLN AVE,4191,2.0,1.0,1917.0,3750.0,2022/08/09,No,Rented,True
0,9031 HUBBARD ST,9033.5,1.0,1.0,1924.0,3670.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,12,0.0,1.0,1926.0,1533.0,2022/08/09,No,Rented,True
0,3345 HELMS AVE,3347,2.0,2.0,1952.0,4000.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,3,0.0,1.0,1926.0,1695.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,A,1.0,1.0,1926.0,1660.0,2022/08/09,No,Rented,True
0,5674 WINDSOR WAY,109,2.0,2.0,1968.0,2460.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,9,0.0,1.0,1926.0,1750.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,8,0.0,1.0,1926.0,1243.0,2022/08/09,No,Rented,True
0,3315 CAROLINE AVE,3315.5,1.0,1.0,1952.0,2250.0,2022/08/09,No,Rented,True
0,1104 RAINTREE CIR,1104,2.0,2.0,1972.0,3195.0,2022/08/09,No,Rented,True
0,4033 HURON AVE,1,3.0,1.0,1947.0,3750.0,2022/08/09,No,Rented,True
0,6001 CANTERBURY DR,310,2.0,2.0,1969.0,2200.0,2022/08/09,No,Rented,True
0,2106 SUMMERTIME LN,2106,2.0,2.0,1973.0,2750.0,2022/08/09,No,Vacant,True
0,3350 FAY AVE,Front,1.0,1.0,1948.0,1200.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,7,0.0,1.0,1926.0,1225.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,5,0.0,1.0,1926.0,1281.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,4,0.0,1.0,1926.0,1281.0,2022/08/09,No,Rented,True
0,4931 INDIAN WOOD RD,359,2.0,1.0,1973.0,2100.0,2022/08/09,No,Rented,True
0,3315 CAROLINE AVE,3317,1.0,1.0,1952.0,2300.0,2022/08/09,No,Rented,True
0,3816 WATSEKA AVE,6,0.0,1.0,1926.0,1225.0,2022/08/09,No,Rented,True
0,3315 CAROLINE AVE,3317.5,1.0,1.0,1952.0,2350.0,2022/08/09,No,Rented,True
0,3863 PROSPECT AVE,4,2.0,2.0,1965.0,2995.0,2022/08/08,No,Rented,True
0,10026 FARRAGUT DR,1,2.0,1.0,1943.0,1875.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,L,1.0,1.0,1953.0,1850.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,K,1.0,1.0,1953.0,1645.0,2022/08/08,No,Rented,True
0,3863 PROSPECT AVE,6,2.0,2.0,1965.0,2626.5,2022/08/08,No,Rented,True
0,4000 MADISON AVE,J,1.0,1.0,1953.0,1950.0,2022/08/08,No,Rented,True
0,4105 SUMMERTIME LN,4105,1.0,1.0,1973.0,2450.0,2022/08/08,No,Rented,True
0,10901 CULVER BLVD,10903,1.0,1.0,1954.0,2595.0,2022/08/08,No,Rented,True
0,3863 PROSPECT AVE,1,2.0,2.0,1965.0,2626.5,2022/08/08,No,Rented,True
0,10901 CULVER BLVD,10905,1.0,1.0,1954.0,2495.0,2022/08/08,No,Rented,True
0,3863 PROSPECT AVE,5,2.0,2.0,1965.0,2995.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,N,1.0,1.0,1953.0,1875.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,M,1.0,1.0,1953.0,1785.0,2022/08/08,No,Rented,True
0,3318 HELMS AVE,2,2.0,2.0,1979.0,2878.84,2022/08/08,No,Rented,True
0,5428 KINSTON AVE,5430,2.0,1.0,1951.0,1030.0,2022/08/08,No,Rented,True
0,5428 KINSTON AVE,5432,2.0,1.0,1951.0,1415.0,2022/08/08,No,Rented,True
0,5428 KINSTON AVE,5434,2.0,1.0,1951.0,1299.0,2022/08/08,No,Rented,True
0,4245 DUQUESNE AVE,1,3.0,1.0,1917.0,2500.0,2022/08/08,No,Rented,True
0,3318 HELMS AVE,1,2.0,2.0,1979.0,2995.0,2022/08/08,No,Rented,True
0,6001 CANTERBURY DR,209,1.0,1.0,1967.0,1480.0,2022/08/08,No,Rented,True
0,11202 PATOM DR,1,2.0,2.0,1950.0,3760.0,2022/08/08,No,Rented,True
0,11010 ALETTA AVE,1,3.0,1.0,1940.0,2700.0,2022/08/08,No,Rented,True
0,3318 HELMS AVE,4,2.0,2.0,1979.0,2995.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,P,0.0,1.0,1953.0,1700.0,2022/08/08,No,Rented,True
0,3318 HELMS AVE,3,2.0,2.0,1979.0,2995.0,2022/08/08,No,Rented,True
0,10901 CULVER BLVD,10909,2.0,1.0,1954.0,2450.0,2022/08/08,No,Rented,True
0,4262 LINCOLN AVE,2,5.0,3.0,2005.0,6100.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,O,2.0,1.0,1953.0,2275.0,2022/08/08,No,Rented,True
0,3863 PROSPECT AVE,2,2.0,2.0,1965.0,2995.0,2022/08/08,No,Rented,True
0,10901 CULVER BLVD,10907,2.0,1.0,1954.0,2500.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,I,1.0,1.0,1953.0,1937.0,2022/08/08,No,Rented,True
0,6150 BUCKINGHAM PKWY,206,2.0,2.0,1967.0,2900.0,2022/08/08,No,Rented,True
0,3863 PROSPECT AVE,3,2.0,2.0,1965.0,2995.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,A,1.0,1.0,1953.0,1975.0,2022/08/08,No,Rented,True
0,10026 FARRAGUT DR,2,4.0,3.0,1943.0,5300.0,2022/08/08,No,Rented,True
0,3424 CAROLINE AVE,3426,1.0,1.0,1953.0,1050.0,2022/08/08,No,Rented,True
0,4900 OVERLAND AVE,185,1.0,1.0,1973.0,2300.0,2022/08/08,No,Rented,True
0,4262 LINCOLN AVE,1,2.0,1.0,1922.0,3500.0,2022/08/08,No,Rented,True
0,3830 GIRARD AVE,3830,1.0,1.0,1949.0,1700.0,2022/08/08,No,Rented,True
0,3830 GIRARD AVE,3832,1.0,1.0,1949.0,1750.0,2022/08/08,No,Rented,True
0,3830 GIRARD AVE,3834,2.0,1.0,1959.0,2000.0,2022/08/08,No,Rented,True
0,3424 CAROLINE AVE,3424,1.0,1.0,1953.0,1200.0,2022/08/08,No,Rented,True
0,5623 CANTERBURY DR,5623,2.0,2.5,1984.0,2675.0,2022/08/08,No,Rented,True
0,3863 PROSPECT AVE,7,2.0,2.0,1965.0,2995.0,2022/08/08,No,Rented,True
0,5428 KINSTON AVE,5428,2.0,1.0,1951.0,1415.0,2022/08/08,No,Rented,True
0,10700 RANCH RD,1,3.0,2.5,1958.0,5900.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,B,1.0,1.0,1953.0,2021.0,2022/08/08,No,Rented,True
0,3417 HELMS AVE,3,2.0,1.0,1978.0,2795.0,2022/08/08,No,Rented,True
0,10901 CULVER BLVD,10901,1.0,1.0,1954.0,2195.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,H,1.0,1.0,1953.0,1943.0,2022/08/08,No,Rented,True
0,3863 PROSPECT AVE,8,2.0,2.0,1965.0,2995.0,2022/08/08,No,Rented,True
0,3417 HELMS AVE,1,2.0,2.0,1978.0,2621.35,2022/08/08,No,Rented,True
0,4000 MADISON AVE,G,1.0,1.0,1953.0,1943.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,F,1.0,1.0,1953.0,1785.0,2022/08/08,No,Rented,True
0,3417 HELMS AVE,2,2.0,1.0,1978.0,2795.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,E,1.0,1.0,1953.0,1890.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,D,1.0,1.0,1953.0,1830.0,2022/08/08,No,Rented,True
0,4000 MADISON AVE,C,1.0,1.0,1953.0,1780.0,2022/08/08,No,Rented,True
0,11175 CULVER BLVD,1,2.0,2.0,1948.0,2950.0,2022/08/07,No,Rented,True
0,4396 KEYSTONE AVE,1,1.0,1.0,1952.0,750.0,2022/08/07,No,Rented,True
0,4103 RAINTREE CIR,4103,2.0,2.0,1972.0,3300.0,2022/08/06,No,Rented,True
0,4217 MILDRED AVE,1,2.0,1.0,1927.0,2950.0,2022/08/06,No,Rented,True
0,5351 EMPORIA AVE,5351,3.0,2.0,1951.0,3000.0,2022/08/06,No,Rented,True
0,4044 MOORE ST,1,3.0,1.0,1947.0,3500.0,2022/08/06,No,Rented,True
0,4119 DUQUESNE AVE,1,2.0,1.0,1955.0,2000.0,2022/08/05,No,Rented,True
0,4171 DUQUESNE AVE,A,3.0,2.0,1986.0,4595.0,2022/08/05,No,Rented,True
0,4171 DUQUESNE AVE,B,3.0,2.0,1986.0,0.0,2022/08/05,No,Vacant,True
0,4171 DUQUESNE AVE,c,3.0,2.0,1986.0,4200.0,2022/08/05,No,Rented,True
0,4119 DUQUESNE AVE,2,2.0,1.0,1955.0,2700.0,2022/08/05,No,Rented,True
0,3830 PERHAM DR,3830,4.0,2.5,1959.0,6400.0,2022/08/05,No,Rented,True
0,10790 OCEAN DR,1,2.0,1.0,1950.0,3000.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,207,3.0,3.0,2013.0,4300.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,310,1.0,1.0,2013.0,1625.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,205,2.0,2.5,2013.0,1980.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,203,2.0,2.5,2013.0,4000.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,309,2.0,2.0,2013.0,0.0,2022/08/04,No,Vacant,True
0,4047 IRVING PL,202,2.0,2.5,2013.0,1980.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,201,1.0,1.5,2013.0,1760.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,109,2.0,2.0,2013.0,4200.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,108,3.0,3.0,2013.0,4500.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,107,3.0,3.0,2013.0,4700.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,106,2.0,2.0,2013.0,0.0,2022/08/04,No,Vacant,True
0,4047 IRVING PL,105,2.0,3.0,2013.0,4200.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,104,1.0,1.0,2013.0,1760.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,103,2.0,2.5,2013.0,4100.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,102,1.0,1.0,2013.0,960.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,101,1.0,1.0,2013.0,1760.0,2022/08/04,Yes,Rented,True
0,4047 ALBRIGHT AVE,1,2.0,1.5,1946.0,3800.0,2022/08/04,No,Rented,True
0,4830 HOLLOW CORNER RD,187,2.0,1.0,1973.0,2300.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,204,2.0,2.0,2013.0,1080.0,2022/08/04,Yes,Rented,True
0,10940 WESTWOOD BLVD,1,3.0,2.0,1947.0,6051.25,2022/08/04,No,Rented,True
0,4047 IRVING PL,305,2.0,2.5,2013.0,1980.0,2022/08/04,Yes,Rented,True
0,10789 NORTHGATE ST,2,4.0,2.0,1960.0,1080.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,306,2.0,2.5,2013.0,1980.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,308,2.0,2.0,2013.0,4200.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,304,2.0,2.5,2013.0,4400.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,303,2.0,2.5,2013.0,4200.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,302,2.0,2.5,2013.0,3600.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,301,2.0,2.5,2013.0,4350.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,209,2.0,2.0,2013.0,1080.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,208,3.0,3.0,2013.0,4200.0,2022/08/04,No,Rented,True
0,4047 IRVING PL,307,2.0,2.5,2013.0,1980.0,2022/08/04,Yes,Rented,True
0,4047 IRVING PL,206,2.0,2.0,2013.0,4000.0,2022/08/04,No,Rented,True
0,4318 OVERLAND AVE,4318,1.0,1.0,1942.0,500.0,2022/08/03,No,Rented,True
0,4313 MCCONNELL BLVD,1,2.0,1.0,1926.0,3900.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4017,1.0,1.0,1951.0,1200.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4019.5,2.0,1.0,1951.0,500.0,2022/08/03,No,Rented,True
0,5870 GREEN VALLEY CIR,104,1.0,1.0,2004.0,2100.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4019,1.0,1.0,1951.0,1184.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4017.5,1.0,1.0,1951.0,1360.0,2022/08/03,No,Rented,True
0,4318 OVERLAND AVE,4320,1.0,1.0,1942.0,1500.0,2022/08/03,No,Rented,True
0,4318 OVERLAND AVE,4322,1.0,1.0,1942.0,1500.0,2022/08/03,No,Rented,True
0,4318 OVERLAND AVE,4324,1.0,1.0,1942.0,1500.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4013,1.0,1.0,1951.0,1300.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4013.5,1.0,1.0,1951.0,1308.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4015,1.0,1.0,1951.0,1065.0,2022/08/03,No,Rented,True
0,4013 BOISE AVE,4015.5,2.0,1.0,1951.0,2500.0,2022/08/03,No,Rented,True
0,3833 SAWTELLE BLVD,3835,1.0,1.0,1952.0,1606.5,2022/08/02,No,Rented,True
0,4215 JACKSON AVE,1,4.0,2.0,1946.0,2500.0,2022/08/02,No,Rented,True
0,3833 SAWTELLE BLVD,3833.5,2.0,1.0,1952.0,1713.9,2022/08/02,No,Rented,True
0,4215 JACKSON AVE,2,3.0,1.5,1946.0,2500.0,2022/08/02,No,Rented,True
0,4931 INDIAN WOOD RD,360,2.0,1.0,1973.0,2495.0,2022/08/02,No,Rented,True
0,3833 SAWTELLE BLVD,3833,1.0,1.0,1952.0,1795.0,2022/08/02,No,Vacant,True
0,6199 CANTERBURY DR,6199,2.0,2.0,1967.0,2800.0,2022/08/02,No,Rented,True
0,3833 SAWTELLE BLVD,3835.5,2.0,1.0,1952.0,2095.0,2022/08/02,No,Rented,True
0,4154/56 JASMINE AVE,4156,2.0,1.0,1928.0,1500.0,2022/08/01,No,Rented,True
0,4062 VAN BUREN PL,A,1.0,1.0,1939.0,2000.0,2022/08/01,No,Rented,True
0,4062 VAN BUREN PL,C,1.0,1.0,1939.0,2000.0,2022/08/01,No,Rented,True
0,4075 VAN BUREN PL,A,1.0,1.0,1923.0,1795.0,2022/08/01,No,Rented,True
0,4062 VAN BUREN PL,B,1.0,1.0,1939.0,2000.0,2022/08/01,No,Rented,True
0,4075 VAN BUREN PL,C,1.0,1.0,1923.0,1675.0,2022/08/01,No,Rented,True
0,4075 VAN BUREN PL,B,1.0,1.0,1923.0,1695.0,2022/08/01,No,Rented,True
0,4154/56 JASMINE AVE,4154,2.0,1.0,1928.0,2800.0,2022/08/01,No,Rented,True
0,5269 PURDUE AVE,1,2.0,1.5,1952.0,2866.0,2022/08/01,No,Rented,True
0,3927 SAWTELLE BLVD,3927.5,2.0,1.0,1952.0,1931.0,2022/08/01,No,Rented,True
0,3927 SAWTELLE BLVD,3927,2.0,1.0,1952.0,2250.0,2022/08/01,No,Rented,True
0,3927 SAWTELLE BLVD,3929,2.0,1.0,1952.0,2096.0,2022/08/01,No,Rented,True
0,5441 BERRYMAN AVE,1,3.0,1.0,1951.0,4400.0,2022/07/31,No,Rented,True
0,11260 OVERLAND AVE,2E,3.0,2.5,1971.0,4395.0,2022/07/31,No,Rented,True
0,4012 VAN BUREN PL,4012.5,2.0,1.0,1950.0,2400.0,2022/07/31,No,Rented,True
0,4012 VAN BUREN PL,4012,1.0,1.0,1950.0,978.0,2022/07/31,No,Rented,True
0,4012 VAN BUREN PL,4010.5,1.0,1.0,1950.0,1042.0,2022/07/31,No,Rented,True
0,4012 VAN BUREN PL,4010,2.0,1.0,1950.0,1570.0,2022/07/31,No,Rented,True
0,4004 VAN BUREN PL,4008.5,1.0,1.0,1950.0,1650.0,2022/07/31,No,Rented,True
0,4004 VAN BUREN PL,4008,1.0,1.0,1950.0,1900.0,2022/07/31,No,Rented,True
0,4004 VAN BUREN PL,4006,1.0,1.0,1950.0,893.0,2022/07/31,No,Rented,True
0,4004 VAN BUREN PL,4004.5,1.0,1.0,1950.0,1030.0,2022/07/31,No,Rented,True
0,4004 VAN BUREN PL,4004,2.0,1.0,1950.0,1581.0,2022/07/31,No,Rented,True
0,5006 MAYTIME LN,5006,2.0,2.0,1972.0,3300.0,2022/07/31,No,Rented,True
0,11260 OVERLAND AVE,23G,3.0,2.5,1972.0,3670.0,2022/07/31,No,Rented,True
0,4180 LINCOLN AVE,4180,2.0,1.0,1946.0,2493.91,2022/07/31,No,Rented,True
0,6405 GREEN VALLEY CIR,1,2.0,2.0,1970.0,2795.0,2022/07/30,No,Rented,True
0,12239 WASHINGTON BLVD.,12239- E,2.0,1.0,1953.0,2127.0,2022/07/30,No,Rented,True
0,12239 WASHINGTON BLVD.,12239- A,2.0,1.0,1953.0,2127.0,2022/07/30,No,Rented,True
0,12239 WASHINGTON BLVD.,12239- B,1.0,1.0,1953.0,1745.0,2022/07/30,No,Rented,True
0,12239 WASHINGTON BLVD.,12239- C,2.0,1.0,1953.0,2195.0,2022/07/30,No,Rented,True
0,1109 RAINTREE CIR,1109,1.0,1.0,1972.0,1310.0,2022/07/30,No,Rented,True
0,10205 SUMMERTIME LN,205,1.0,1.0,1973.0,2450.0,2022/07/30,No,Rented,True
0,11006 RHODA WAY,1,2.0,1.0,1946.0,0.0,2022/07/30,No,Vacant,True
0,5219 RAINTREE CIR,219,1.0,1.0,1972.0,2300.0,2022/07/30,No,Rented,True
0,12239 WASHINGTON BLVD.,12239- D,1.0,1.0,1953.0,1750.0,2022/07/30,No,Rented,True
0,5185 KAREN CIR,1,3.0,2.0,1950.0,5500.0,2022/07/30,No,Rented,True
0,5900 CANTERBURY DR,A320,2.0,2.0,1971.0,2100.0,2022/07/30,No,Rented,True
0,6220 BRISTOL PKWY,5885.5,2.0,1.5,1971.0,3116.23,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5882,2.0,1.5,1971.0,3052.66,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5885,2.0,1.5,1971.0,3422.38,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5884,2.0,1.5,1971.0,3620.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5883,2.0,1.5,1971.0,2964.7,2022/07/29,No,Rented,True
0,5324 30 KINSTON AVE,5324,2.0,1.0,1951.0,2595.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5886,2.0,1.5,1971.0,3476.5,2022/07/29,No,Vacant,True
0,6220 BRISTOL PKWY,5883.5,2.0,1.5,1971.0,3690.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5881,2.0,1.5,1971.0,3059.37,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5881.5,2.0,1.5,1971.0,3570.0,2022/07/29,No,Rented,True
0,11106 SUMMERTIME LN,106,1.0,1.0,1973.0,2200.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5880,2.0,1.5,1971.0,3085.32,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5879,2.0,1.5,1971.0,2940.26,2022/07/29,No,Rented,True
0,"4043 45, 47 VAN BUREN PL",4045-1,0.0,1.0,1917.0,1800.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5879.5,2.0,1.5,1971.0,3476.5,2022/07/29,No,Vacant,True
0,6220 BRISTOL PKWY,5877,2.0,1.5,1971.0,3080.91,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5877.5,2.0,1.5,1971.0,3135.37,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5887.5,2.0,1.5,1971.0,3190.51,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5888,2.0,1.5,1971.0,3039.35,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5887,2.0,1.5,1971.0,3064.09,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5897,2.0,1.5,1971.0,3620.0,2022/07/29,No,Rented,True
0,8643 HIGUERA ST,B,1.0,1.0,1936.0,1600.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,109,2.0,1.5,1971.0,3140.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,108,2.0,1.5,1971.0,2952.9,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,107,2.0,1.5,1971.0,2688.63,2022/07/29,No,Rented,True
0,8643 HIGUERA ST,A,1.0,1.0,1936.0,2500.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,106,2.0,1.5,1971.0,3100.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,105,2.0,1.5,1971.0,2666.35,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,104,2.0,1.5,1971.0,3085.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,103,2.0,1.5,1971.0,2607.28,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,102,2.0,1.5,1971.0,3075.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,101,2.0,1.5,1971.0,3085.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,6200,2.0,1.5,1971.0,3670.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5895,2.0,1.5,1971.0,3156.37,2022/07/29,No,Rented,True
0,"4043 45, 47 VAN BUREN PL",4047-2,0.0,1.0,1917.0,2000.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5895.5,2.0,1.5,1971.0,3660.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5894,2.0,1.5,1971.0,3076.91,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5893,2.0,1.5,1971.0,2775.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5893.5,2.0,1.5,1971.0,3650.0,2022/07/29,No,Rented,True
0,5324 30 KINSTON AVE,5328,2.0,1.0,1951.0,2245.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5892,2.0,1.5,1971.0,3670.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5891,2.0,1.5,1971.0,3088.91,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5891.5,2.0,1.5,1971.0,3690.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5890,2.0,1.5,1971.0,3049.89,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5889,2.0,1.5,1971.0,0.0,2022/07/29,No,Vacant,True
0,6220 BRISTOL PKWY,5889.5,2.0,1.5,1971.0,3700.0,2022/07/29,No,Rented,True
0,"4043 45, 47 VAN BUREN PL",4043,2.0,1.0,1917.0,3990.0,2022/07/29,No,Rented,True
0,"4043 45, 47 VAN BUREN PL",4045-3,0.0,1.0,1917.0,2060.0,2022/07/29,No,Rented,True
0,11325 WASHINGTON PL,6,2.0,1.0,1957.0,2499.0,2022/07/29,No,Rented,True
0,3845 WESTWOOD BLVD,1,2.0,2.0,1973.0,3300.0,2022/07/29,No,Rented,True
0,11325 WASHINGTON PL,2,1.0,1.0,1957.0,1795.0,2022/07/29,No,Rented,True
0,3947 PROSPECT AVE,3949 Prosp,2.0,1.0,1952.0,2610.0,2022/07/29,No,Rented,True
0,3947 PROSPECT AVE,3947 Prosp,1.0,1.0,1952.0,2100.0,2022/07/29,No,Rented,True
0,3947 PROSPECT AVE,3947.5,1.0,1.0,1952.0,1890.0,2022/07/29,No,Rented,True
0,3845 WESTWOOD BLVD,3,2.0,2.0,1973.0,2750.0,2022/07/29,No,Rented,True
0,10979 87 CULVER BLVD,10979,0.0,1.0,1946.0,1955.0,2022/07/29,No,Rented,True
0,10979 87 CULVER BLVD,10981,0.0,1.0,1946.0,1800.0,2022/07/29,No,Rented,True
0,12204 WASHINGTON PL,12204,2.0,1.0,1954.0,2266.0,2022/07/29,No,Rented,True
0,10979 87 CULVER BLVD,10985,0.0,1.0,1946.0,1749.0,2022/07/29,No,Rented,True
0,6220 BRISTOL PKWY,5896,2.0,1.5,1971.0,3141.72,2022/07/29,No,Rented,True
0,11325 WASHINGTON PL,4,1.0,1.0,1957.0,1850.0,2022/07/29,No,Rented,True
0,12204 WASHINGTON PL,12204.5,2.0,1.0,1954.0,2480.0,2022/07/29,No,Rented,True
0,12204 WASHINGTON PL,12206,3.0,1.0,1954.0,2650.0,2022/07/29,No,Rented,True
0,10979 87 CULVER BLVD,10987,0.0,1.0,1946.0,1795.0,2022/07/29,No,Rented,True
0,10959 73 CULVER BLVD,10959,0.0,1.0,1946.0,1870.0,2022/07/29,No,Rented,True
0,10959 73 CULVER BLVD,10963,0.0,1.0,1946.0,1440.0,2022/07/29,No,Rented,True
0,10959 73 CULVER BLVD,10967,0.0,1.0,1946.0,1850.0,2022/07/29,No,Rented,True
0,10993 99 CULVER BLVD,10999,0.0,1.0,1946.0,1843.0,2022/07/29,No,Rented,True
0,4828 HOLLOW CORNER RD,291,2.0,1.0,1973.0,2300.0,2022/07/29,No,Rented,True
0,12204 WASHINGTON PL,12206.5,3.0,1.0,1954.0,2500.0,2022/07/29,No,Rented,True
0,6001 CANTERBURY DR,104,3.0,2.0,1967.0,2095.0,2022/07/29,No,Rented,True
0,5324 30 KINSTON AVE,5326,2.0,1.0,1951.0,2495.0,2022/07/29,No,Rented,True
0,3845 WESTWOOD BLVD,2,2.0,2.0,1973.0,2750.0,2022/07/29,No,Rented,True
0,11325 WASHINGTON PL,5,2.0,1.0,1957.0,2195.0,2022/07/29,No,Rented,True
0,"4043 45, 47 VAN BUREN PL",4047-4,0.0,1.0,1917.0,1837.0,2022/07/29,No,Rented,True
0,3951 PROSPECT AVE,3951 Prosp,1.0,1.0,1952.0,2050.0,2022/07/29,No,Rented,True
0,4122 VAN BUREN PL,1,1.0,1.0,1929.0,2750.0,2022/07/29,No,Rented,True
