,address,unit,beds,baths,built,rent,rentdate,encumbered,status,registered,slug
0,4209 LAFAYETTE PL,4209 ,2,1.0,1957,2995.0,2023/01/21,NO,Rented,True,4209-lafayette-pl
0,5625 GREEN VALLEY CIR,108 ,2,2.0,1969,3195.0,2023/01/20,NO,Rented,True,5625-green-valley-cir
0,3603 HELMS AVE,3603A ,1,1.0,2022,2750.0,2023/01/20,NO,Rented,True,3603-helms-ave
0,5124 MAYTIME LN,5124 ,2,2.0,1978,3399.0,2023/01/19,NO,Rented,True,5124-maytime-ln
0,4024 LINCOLN AVE,4026 ,1,1.0,1940,1188.0,2023/01/18,NO,Rented,True,4024-lincoln-ave
0,4024 LINCOLN AVE,4028 ,2,1.0,1940,1900.0,2023/01/18,NO,Rented,True,4024-lincoln-ave
0,4024 LINCOLN AVE,4024 ,1,1.0,1940,1100.0,2023/01/18,NO,Rented,True,4024-lincoln-ave
0,3823 SAWTELLE BLVD.,3825 ,2,1.0,1952,2800.0,2023/01/14,NO,Rented,True,3823-sawtelle-blvd
0,3823 SAWTELLE BLVD.,3823 1/2 ,1,1.0,1952,1960.0,2023/01/14,NO,Rented,True,3823-sawtelle-blvd
0,3823 SAWTELLE BLVD.,3823 ,1,1.0,1952,2000.0,2023/01/14,NO,Rented,True,3823-sawtelle-blvd
0,3823 SAWTELLE BLVD.,3825 1/2 ,2,1.0,1952,2415.0,2023/01/14,NO,Rented,True,3823-sawtelle-blvd
0,4919 INDIAN WOOD RD,397 ,2,1.0,1973,2795.0,2023/01/13,NO,Vacant,True,4919-indian-wood-rd
0,5651 SUMNER WAY,303 ,1,1.0,1968,2795.0,2023/01/13,NO,Rented,True,5651-sumner-way
0,4824 HOLLOW CORNER RD,260 ,3,2.0,1973,3495.0,2023/01/13,NO,Rented,True,4824-hollow-corner-rd
0,3563 HELMS AVE,2 ,3,2.0,1964,3750.0,2023/01/11,NO,Rented,True,3563-helms-ave
0,3563 HELMS AVE,1 ,3,2.5,1964,4150.0,2023/01/11,NO,Rented,True,3563-helms-ave
0,8007 HANNUM AVE,8007 ,2,2.5,1998,4300.0,2023/01/11,NO,Rented,True,8007-hannum-ave
0,4171 LINCOLN AVE,4173 ,2,1.0,1923,2700.0,2023/01/10,NO,Rented,True,4171-lincoln-ave
0,4171 LINCOLN AVE,4173 1/2 ,2,1.0,1923,2000.0,2023/01/10,NO,Rented,True,4171-lincoln-ave
0,3827 SPAD PL,1 ,2,1.0,1947,2950.0,2023/01/10,NO,Rented,True,3827-spad-pl
0,4171 LINCOLN AVE,4171 ,1,1.0,1923,2900.0,2023/01/10,NO,Rented,True,4171-lincoln-ave
0,11320 WASHINGTON PL,A ,2,1.0,1950,1494.0,2023/01/09,NO,Rented,True,11320-washington-pl
0,11320 WASHINGTON PL,B ,2,1.0,1950,2595.0,2023/01/09,NO,Rented,True,11320-washington-pl
0,11320 WASHINGTON PL,D ,2,1.0,1950,2295.0,2023/01/09,NO,Rented,True,11320-washington-pl
0,11320 WASHINGTON PL,C ,2,1.0,1950,2250.0,2023/01/09,NO,Rented,True,11320-washington-pl
0,4077 HURON AVE,4077 Huron ,3,2.0,1957,4725.0,2023/01/05,NO,Rented,True,4077-huron-ave
0,4804 HOLLOW CORNER RD,226 ,2,2.0,1973,2950.0,2023/01/05,NO,Rented,True,4804-hollow-corner-rd
0,4132 LA SALLE AVE,4132 ,2,2.0,1991,4550.0,2023/01/04,NO,Rented,True,4132-la-salle-ave
0,6124 BUCKINGHAM PKWY,408 ,2,2.0,1968,2600.0,2023/01/03,NO,Rented,True,6124-buckingham-pkwy
0,4264 BALDWIN AVE,4266 ,2,1.0,1949,2415.0,2022/12/29,NO,Rented,True,4264-baldwin-ave
0,4264 BALDWIN AVE,4264 ,2,1.0,1949,2940.0,2022/12/29,NO,Rented,True,4264-baldwin-ave
0,11529 WASHINGTON BLVD,11537 ,2,1.0,1953,1895.0,2022/12/26,NO,Vacant,True,11529-washington-blvd
0,11529 WASHINGTON BLVD,11529 ,2,1.0,1953,2425.0,2022/12/26,NO,Rented,True,11529-washington-blvd
0,11529 WASHINGTON BLVD,11535 ,2,1.0,1953,1980.0,2022/12/26,NO,Rented,True,11529-washington-blvd
0,11529 WASHINGTON BLVD,11531 ,2,1.0,1953,1980.0,2022/12/26,NO,Rented,True,11529-washington-blvd
0,11529 WASHINGTON BLVD,11533 ,2,1.0,1953,2395.0,2022/12/26,NO,Rented,True,11529-washington-blvd
0,3859 TILDEN AVE,4 ,1,1.0,1956,1905.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,3859 TILDEN AVE,1 ,1,1.0,1956,953.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,3859 TILDEN AVE,5 ,1,1.0,1956,1236.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,3859 TILDEN AVE,6 ,1,1.0,1956,1236.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,3859 TILDEN AVE,2 ,1,1.0,1956,1236.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,3859 TILDEN AVE,7 ,2,1.0,1956,1360.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,3859 TILDEN AVE,8 ,2,1.0,1956,1442.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,3859 TILDEN AVE,3 ,1,1.0,1956,1850.0,2022/12/23,NO,Rented,True,3859-tilden-ave
0,13105 SUMMERTIME LN,13105 ,1,1.0,1974,2475.0,2022/12/22,NO,Rented,True,13105-summertime-ln
0,4504 EMERALD WAY,1 ,3,3.0,1991,5350.0,2022/12/15,NO,Rented,True,4504-emerald-way
0,3541 HELMS AVE,A ,1,1.0,2019,2335.0,2022/12/14,NO,Rented,True,3541-helms-ave
0,10949 ALETTA AVE,1 ,1,1.0,2015,2325.0,2022/12/08,NO,Rented,True,10949-aletta-ave
0,3824 KEYSTONE AVE,8 ,1,1.0,1960,1200.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,3824 KEYSTONE AVE,2 ,2,1.5,1960,3200.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,3824 KEYSTONE AVE,3 ,2,1.5,1960,3100.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,3824 KEYSTONE AVE,4 ,3,2.0,1961,3975.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,3824 KEYSTONE AVE,5 ,2,1.5,1961,3267.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,3824 KEYSTONE AVE,6 ,2,1.0,1961,2800.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,3824 KEYSTONE AVE,1 ,1,1.0,1960,3100.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,3824 KEYSTONE AVE,7 ,2,1.0,1960,3143.0,2022/12/08,NO,Rented,True,3824-keystone-ave
0,4077 MADISON AVE,4079 ,1,1.0,1922,1650.0,2022/11/30,NO,Rented,True,4077-madison-ave
0,6605 GREEN VALLEY CIR,201 ,2,2.0,1970,0.0,2022/11/29,NO,Vacant,True,6605-green-valley-cir
0,11202 SUMMERTIME LN,11202 ,1,1.0,1973,2400.0,2022/11/28,NO,Rented,True,11202-summertime-ln
0,1311 SUMMERTIME LN,1311 ,1,2.0,1973,3350.0,2022/11/28,NO,Rented,True,1311-summertime-ln
0,7415 HANNUM AVE,7415 Hannu ,2,3.0,1997,4068.0,2022/11/21,NO,Rented,True,7415-hannum-ave
0,4-Jan CULVER,4 ,3,2.0,1965,3000.0,2022/11/11,NO,Rented,True,4-jan-culver
0,5845 DOVERWOOD DR,206 ,2,2.0,1970,2800.0,2022/11/08,NO,Rented,True,5845-doverwood-dr
0,4240 MCCONNELL BLVD,4240 ,2,1.0,1938,3800.0,2022/11/08,NO,Rented,True,4240-mcconnell-blvd
0,4051 JACKSON AVE,2 ,2,2.0,1965,1350.0,2022/11/07,NO,Rented,True,4051-jackson-ave
0,4051 JACKSON AVE,4 ,3,2.0,1965,3100.0,2022/11/07,NO,Rented,True,4051-jackson-ave
0,4051 JACKSON AVE,1 ,2,2.0,1965,1495.0,2022/11/07,NO,Rented,True,4051-jackson-ave
0,4319 ELENDA ST,12269 ,4,3.0,1923,2000.0,2022/11/04,NO,Rented,True,4319-elenda-st
0,3813 HURON AVE,6 ,2,1.75,1971,1800.0,2022/11/01,NO,Rented,True,3813-huron-ave
0,4121 LINCOLN AVE,2 ,2,2.0,0,3500.0,2022/10/31,NO,Rented,True,4121-lincoln-ave
0,4121 LINCOLN AVE,1 ,2,2.0,1940,2605.0,2022/10/31,NO,Rented,True,4121-lincoln-ave
0,6345 GREEN VALLEY CIR,1 ,3,2.0,1974,2805.0,2022/10/31,NO,Rented,True,6345-green-valley-cir
0,4073 SAWTELLE BLVD,4075 ,2,1.0,1949,1800.0,2022/10/25,NO,Rented,True,4073-sawtelle-blvd
0,4073 SAWTELLE BLVD,4077 ,1,1.0,1949,1450.0,2022/10/25,NO,Rented,True,4073-sawtelle-blvd
0,4073 SAWTELLE BLVD,4073 ,2,1.0,1949,1800.0,2022/10/25,NO,Rented,True,4073-sawtelle-blvd
0,4073 SAWTELLE BLVD,4079 ,1,1.0,1949,1450.0,2022/10/25,NO,Rented,True,4073-sawtelle-blvd
0,12224 WASHINGTON BLVD,12226 ,3,1.0,1960,2500.0,2022/10/21,NO,Rented,True,12224-washington-blvd
0,12224 WASHINGTON BLVD,12224 1/2 ,2,1.0,1960,2600.0,2022/10/21,NO,Rented,True,12224-washington-blvd
0,12224 WASHINGTON BLVD,12224 W.P. ,2,1.0,1960,2285.0,2022/10/21,NO,Rented,True,12224-washington-blvd
0,12224 WASHINGTON BLVD,12226 1/2 ,3,1.0,1960,2336.0,2022/10/21,NO,Rented,True,12224-washington-blvd
0,8647 HIGUERA ST,2 ,3,3.0,0,5000.0,2022/10/19,NO,Rented,True,8647-higuera-st
0,3327 CAROLINE AVE,3327 ,2,1.0,1922,3950.0,2022/10/19,NO,Rented,True,3327-caroline-ave
0,8647 HIGUERA ST,1 ,1,1.0,0,2650.0,2022/10/19,NO,Rented,True,8647-higuera-st
0,3327 CAROLINE AVE,3325 ,2,1.0,2010,4580.0,2022/10/19,NO,Rented,True,3327-caroline-ave
0,4109 DUQUESNE AVE,4109 ,1,1.0,1940,2500.0,2022/10/15,NO,Rented,True,4109-duquesne-ave
0,4804 HOLLOW CORNER RD,128 ,2,2.0,1973,2350.0,2022/10/06,NO,Rented,True,4804-hollow-corner-rd
0,3567 SCHAEFER ST,1 ,3,2.0,1929,3550.0,2022/10/06,NO,Rented,True,3567-schaefer-st
0,5824 CANTERBURY DR,1 ,3,3.0,1981,4500.0,2022/10/04,NO,Rented,True,5824-canterbury-dr
0,5106 HUCK FINN LN,5106 ,3,2.5,1973,3675.0,2022/10/03,NO,Rented,True,5106-huck-finn-ln
0,4223 MADISON AVE,1 ,1,1.0,1923,0.0,2022/10/03,NO,Vacant,True,4223-madison-ave
0,11214 HUNTLEY PL,1 ,3,2.0,1955,4995.0,2022/10/03,NO,Rented,True,11214-huntley-pl
0,6505 GREEN VALLEY CIR,211 ,2,2.0,0,0.0,2022/10/02,NO,Vacant,True,6505-green-valley-cir
0,6575 GREEN VALLEY CIR,308 ,2,2.0,1965,1900.0,2022/09/30,NO,Rented,True,6575-green-valley-cir
0,5900 CANTERBURY DR,A119 ,2,1.5,1971,1900.0,2022/09/29,NO,Rented,True,5900-canterbury-dr
0,5650 SUMNER WAY,201 ,2,2.0,1968,3000.0,2022/09/28,NO,Rented,True,5650-sumner-way
0,10839 BARMAN AVE,1 ,3,2.0,1938,5500.0,2022/09/27,NO,Rented,True,10839-barman-ave
0,4060 TILDEN AVE,4058 ,3,2.5,1990,5195.0,2022/09/26,NO,Rented,True,4060-tilden-ave
0,4044 HURON AVE,4044 B ,0,1.0,1931,0.0,2022/09/26,NO,Vacant,True,4044-huron-ave
0,4044 HURON AVE,4044 A ,1,1.0,1931,0.0,2022/09/26,NO,Vacant,True,4044-huron-ave
0,4044 HURON AVE,4044 ,2,2.0,1931,0.0,2022/09/26,NO,Vacant,True,4044-huron-ave
0,4070 CHARLES AVE,4070 ,3,1.5,1952,3700.0,2022/09/23,NO,Rented,True,4070-charles-ave
0,4037 MADISON AVE,4039.5 ,1,1.0,1915,1350.0,2022/09/22,NO,Rented,True,4037-madison-ave
0,4037 MADISON AVE,4039 ,1,1.0,1915,1047.0,2022/09/22,NO,Rented,True,4037-madison-ave
0,4037 MADISON AVE,4037 ,2,1.25,1915,2664.0,2022/09/22,NO,Rented,True,4037-madison-ave
0,10960 ALETTA AVE,1 ,3,1.0,1944,1500.0,2022/09/22,NO,Rented,True,10960-aletta-ave
0,3405 CAROLINE AVE,3 ,2,1.0,1923,3200.0,2022/09/19,NO,Rented,True,3405-caroline-ave
0,3405 CAROLINE AVE,1 ,2,2.0,1923,3095.0,2022/09/19,NO,Rented,True,3405-caroline-ave
0,3405 CAROLINE AVE,2 ,2,2.0,1923,4195.0,2022/09/19,NO,Rented,True,3405-caroline-ave
0,4900 OVERLAND AVE,168 ,2,1.5,1973,1895.0,2022/09/17,NO,Rented,True,4900-overland-ave
0,4273 VINTON AVE,4273 ,3,2.0,1939,5600.0,2022/09/17,NO,Rented,True,4273-vinton-ave
0,4261 JACKSON AVE,4265 ,2,1.0,1956,4500.0,2022/09/17,NO,Vacant,True,4261-jackson-ave
0,1201 RAINTREE CIR,1201 ,2,2.0,1972,2200.0,2022/09/17,NO,Rented,True,1201-raintree-cir
0,4261 JACKSON AVE,4261 ,1,1.0,1956,3400.0,2022/09/17,NO,Vacant,True,4261-jackson-ave
0,4261 JACKSON AVE,4263 ,1,1.0,1956,3400.0,2022/09/17,NO,Vacant,True,4261-jackson-ave
0,10878 VENICE BLVD,G1 ,1,1.0,1953,1990.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G5 ,1,1.0,1953,1695.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G4 ,1,1.0,1953,1775.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G3 ,1,1.0,1953,1625.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,V1 ,1,1.0,1953,1625.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,V2 ,1,1.0,1953,1975.0,2022/09/16,NO,Vacant,True,10878-venice-blvd
0,10878 VENICE BLVD,G6 ,1,1.0,1953,1906.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G2 ,1,1.0,1953,1846.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,4387 JASMINE AVE,House ,3,2.0,1950,5185.0,2022/09/16,NO,Rented,True,4387-jasmine-ave
0,11302 SUMMERTIME LN,11302 ,3,2.0,1950,2675.0,2022/09/16,NO,Rented,True,11302-summertime-ln
0,10878 VENICE BLVD,V3 ,1,1.0,1953,1625.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,V4 ,1,1.0,1953,1575.0,2022/09/16,NO,Rented,True,10878-venice-blvd
0,3937 TILDEN AVE,C ,2,1.0,1944,2450.0,2022/09/16,NO,Rented,True,3937-tilden-ave
0,3937 TILDEN AVE,A ,2,1.0,1944,2300.0,2022/09/16,NO,Rented,True,3937-tilden-ave
0,3937 TILDEN AVE,B ,2,1.0,1944,2350.0,2022/09/16,NO,Rented,True,3937-tilden-ave
0,8910 CARSON ST,8910 ,2,1.0,1922,3700.0,2022/09/16,NO,Rented,True,8910-carson-st
0,3813 COLLEGE AVE,3815 1/4 ,2,1.0,1978,2150.0,2022/09/15,NO,Rented,True,3813-college-ave
0,3813 COLLEGE AVE,3815 1/2 ,1,1.0,1978,2150.0,2022/09/15,NO,Rented,True,3813-college-ave
0,9950 FARRAGUT DR,1 ,2,2.0,1991,2000.0,2022/09/15,NO,Rented,True,9950-farragut-dr
0,11185 MCDONALD ST,1 ,3,2.0,1952,6318.0,2022/09/15,NO,Rented,True,11185-mcdonald-st
0,5317 RAINTREE CIR,5317 ,2,2.0,1970,3085.0,2022/09/15,NO,Rented,True,5317-raintree-cir
0,4143 JACKSON AVE,4147 ,0,1.0,1955,1700.0,2022/09/15,NO,Rented,True,4143-jackson-ave
0,3813 COLLEGE AVE,3815 ,0,1.0,1978,700.0,2022/09/15,NO,Rented,True,3813-college-ave
0,4143 JACKSON AVE,4143 ,2,2.0,1948,3400.0,2022/09/15,NO,Rented,True,4143-jackson-ave
0,3813 COLLEGE AVE,3813 ,2,1.0,1978,1965.0,2022/09/15,NO,Rented,True,3813-college-ave
0,4143 JACKSON AVE,4145 ,0,1.0,1955,1400.0,2022/09/15,NO,Rented,True,4143-jackson-ave
0,5650 SUMNER WAY,105 ,1,1.0,1900,1200.0,2022/09/14,NO,Rented,True,5650-sumner-way
0,6625 GREEN VALLEY CIR,308 ,2,2.0,1970,2690.0,2022/09/14,NO,Rented,True,6625-green-valley-cir
0,5349 BLANCO WAY,1 ,3,1.5,1952,3400.0,2022/09/14,NO,Rented,True,5349-blanco-way
0,4915 INDIAN WOOD RD,600 ,3,2.0,1973,3529.0,2022/09/14,NO,Rented,True,4915-indian-wood-rd
0,4063 MADISON AVE,4063 ,1,1.0,1928,2600.0,2022/09/14,NO,Rented,True,4063-madison-ave
0,6525 GREEN VALLEY CIR,216 ,3,2.0,1970,2995.0,2022/09/13,NO,Rented,True,6525-green-valley-cir
0,4149 LA SALLE AVE,4151 ,2,1.0,1952,2965.0,2022/09/13,NO,Rented,True,4149-la-salle-ave
0,4149 LA SALLE AVE,4149 ,1,1.0,1952,2130.0,2022/09/13,NO,Rented,True,4149-la-salle-ave
0,4031 JACKSON AVE,202 ,2,2.0,1987,913.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,205 ,2,2.0,1987,1100.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,4104 HURON AVE,4104 ,1,1.0,1947,0.0,2022/09/13,NO,Vacant,True,4104-huron-ave
0,4031 JACKSON AVE,204 ,2,2.0,1987,935.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,206 ,2,2.0,1987,935.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,203 ,2,2.0,1987,935.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,201 ,2,2.0,1987,935.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,103 ,2,2.0,1987,0.0,2022/09/13,YES,Vacant,True,4031-jackson-ave
0,4031 JACKSON AVE,102 ,2,2.0,1987,935.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,101 ,2,2.0,1987,935.0,2022/09/13,YES,Rented,True,4031-jackson-ave
0,10716 NORTHGATE ST,1 ,2,1.0,1948,2368.0,2022/09/13,NO,Rented,True,10716-northgate-st
0,4149 LA SALLE AVE,4151 1/2 ,1,1.0,1952,1989.0,2022/09/13,NO,Rented,True,4149-la-salle-ave
0,4075 LA SALLE AVE,D ,1,1.0,1941,2200.0,2022/09/12,NO,Rented,True,4075-la-salle-ave
0,3530 SCHAEFER ST,A ,3,2.0,1974,3363.0,2022/09/12,NO,Rented,True,3530-schaefer-st
0,4041 WADE ST,1 ,3,2.0,1938,2500.0,2022/09/12,NO,Rented,True,4041-wade-st
0,12022-12024 WASHINGTON BLVD,12022-2 ,0,1.0,1947,697.0,2022/09/12,NO,Rented,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12022-4 ,0,1.0,1947,1725.0,2022/09/12,NO,Vacant,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12022-1 ,0,1.0,1947,844.0,2022/09/12,NO,Rented,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12024-3 ,0,1.0,1947,799.0,2022/09/12,NO,Rented,True,12022-12024-washington-blvd
0,3534 SCHAEFER ST,2 ,3,2.0,1978,3600.0,2022/09/12,NO,Rented,True,3534-schaefer-st
0,4265 REVERE PL,4265 ,2,1.0,1952,3255.0,2022/09/12,NO,Rented,True,4265-revere-pl
0,11309 SUMMERTIME LN,11309 ,1,1.0,1972,2150.0,2022/09/12,NO,Rented,True,11309-summertime-ln
0,5215 SEPULVEDA BLVD,16D ,3,2.5,1964,4000.0,2022/09/12,NO,Rented,True,5215-sepulveda-blvd
0,6365 GREEN VALLEY CIR,123 ,2,2.0,1973,3000.0,2022/09/12,NO,Rented,True,6365-green-valley-cir
0,12022-12024 WASHINGTON BLVD,12024-4 ,0,1.0,1947,0.0,2022/09/12,NO,Vacant,True,12022-12024-washington-blvd
0,4041 WADE ST,3 ,3,3.0,1987,4725.0,2022/09/12,NO,Rented,True,4041-wade-st
0,4075 LA SALLE AVE,C ,1,1.0,1939,2500.0,2022/09/12,NO,Vacant,True,4075-la-salle-ave
0,3534 SCHAEFER ST,1 ,3,2.0,1978,3600.0,2022/09/12,NO,Rented,True,3534-schaefer-st
0,4075 LA SALLE AVE,B ,1,1.0,1939,2100.0,2022/09/12,NO,Rented,True,4075-la-salle-ave
0,4041 WADE ST,2 ,4,4.0,1987,5500.0,2022/09/12,NO,Rented,True,4041-wade-st
0,12022-12024 WASHINGTON BLVD,12022-3 ,0,1.0,1947,1725.0,2022/09/12,NO,Vacant,True,12022-12024-washington-blvd
0,4041 WADE ST,4 ,3,3.0,1987,4850.0,2022/09/12,NO,Rented,True,4041-wade-st
0,4041 WADE ST,5 ,3,3.0,1987,4950.0,2022/09/12,NO,Rented,True,4041-wade-st
0,4068 LAFAYETTE PL,A ,2,1.0,1926,4150.0,2022/09/12,NO,Rented,True,4068-lafayette-pl
0,3583 WESLEY ST,1 ,2,1.0,1940,4200.0,2022/09/12,NO,Rented,True,3583-wesley-st
0,4068 LAFAYETTE PL,B ,2,2.0,1926,3400.0,2022/09/12,NO,Rented,True,4068-lafayette-pl
0,4068 LAFAYETTE PL,C ,2,1.0,1926,4250.0,2022/09/12,NO,Rented,True,4068-lafayette-pl
0,12022-12024 WASHINGTON BLVD,12024-2 ,0,1.0,1947,1725.0,2022/09/12,NO,Vacant,True,12022-12024-washington-blvd
0,4925 INDIAN WOOD RD,477 ,1,1.0,1974,1600.0,2022/09/12,NO,Rented,True,4925-indian-wood-rd
0,12022-12024 WASHINGTON BLVD,12024-1 ,0,1.0,1947,1725.0,2022/09/12,NO,Vacant,True,12022-12024-washington-blvd
0,3590 SCHAEFER ST,3590 ,1,1.0,1927,2250.0,2022/09/12,NO,Rented,True,3590-schaefer-st
0,4269 REVERE PL,4269 ,2,1.0,1952,1975.0,2022/09/12,NO,Rented,True,4269-revere-pl
0,4265 REVERE PL,4267 ,2,1.0,1952,3255.0,2022/09/12,NO,Rented,True,4265-revere-pl
0,4145 LAFAYETTE PL,4145 ,3,2.0,1932,5350.0,2022/09/12,NO,Rented,True,4145-lafayette-pl
0,5215 SEPULVEDA BLVD,13D ,3,2.25,1972,2800.0,2022/09/06,NO,Rented,True,5215-sepulveda-blvd
0,5380 BLANCO WAY,1 ,3,2.0,1953,4500.0,2022/09/05,NO,Rented,True,5380-blanco-way
0,13203 WASHINGTON BLVD,13205 1/2 ,2,1.0,1958,3295.0,2022/09/04,NO,Rented,True,13203-washington-blvd
0,13203 WASHINGTON BLVD,13203 1/2 ,2,1.0,1958,3295.0,2022/09/04,NO,Rented,True,13203-washington-blvd
0,5304 KINSTON AVE,5304 ,2,1.0,1951,2695.0,2022/09/03,NO,Rented,True,5304-kinston-ave
0,3988 CENTINELA AVE,D ,2,1.0,1950,1995.0,2022/09/02,NO,Rented,True,3988-centinela-ave
0,3842 PROSPECT AVE,5 ,3,2.0,1967,3300.0,2022/09/02,NO,Vacant,True,3842-prospect-ave
0,6275 CANTERBURY DR,107 ,2,2.0,1976,1225.0,2022/09/02,NO,Rented,True,6275-canterbury-dr
0,3937 WALGROVE AVE,3937 ,2,1.0,1930,2250.0,2022/09/02,NO,Rented,True,3937-walgrove-ave
0,3842 PROSPECT AVE,6 ,3,2.0,1967,3000.0,2022/09/02,NO,Rented,True,3842-prospect-ave
0,3937 WALGROVE AVE,3937 1/2 ,1,1.0,1930,610.0,2022/09/02,NO,Rented,True,3937-walgrove-ave
0,3937 WALGROVE AVE,A ,0,1.0,1930,0.0,2022/09/02,NO,Vacant,True,3937-walgrove-ave
0,3937 WALGROVE AVE,B ,0,1.0,1930,1680.0,2022/09/02,NO,Rented,True,3937-walgrove-ave
0,3842 PROSPECT AVE,1 ,3,2.0,1967,2920.0,2022/09/02,NO,Rented,True,3842-prospect-ave
0,3842 PROSPECT AVE,3 ,2,2.0,1967,2295.0,2022/09/02,NO,Rented,True,3842-prospect-ave
0,3988 CENTINELA AVE,A ,2,1.0,1950,1995.0,2022/09/02,NO,Rented,True,3988-centinela-ave
0,3988 CENTINELA AVE,B ,2,1.0,1950,1995.0,2022/09/02,NO,Rented,True,3988-centinela-ave
0,3842 PROSPECT AVE,1a ,0,1.0,1967,1400.0,2022/09/02,NO,Rented,True,3842-prospect-ave
0,3842 PROSPECT AVE,4 ,2,2.0,1967,2200.0,2022/09/02,NO,Rented,True,3842-prospect-ave
0,3842 PROSPECT AVE,2 ,3,2.0,1967,2699.0,2022/09/02,NO,Rented,True,3842-prospect-ave
0,3988 CENTINELA AVE,C ,2,1.0,1950,1975.0,2022/09/02,NO,Rented,True,3988-centinela-ave
