,address,unit,beds,baths,built,rent,rentdate,encumbered,status,registered,slug
0,10765 JEFFERSON BLVD,10765,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,10765-jefferson-blvd
0,5925 CANTERBURY DR,308,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,5925-canterbury-dr
0,3425 CATTARAUGUS AVE,2,2,1.0,1925,<N/A>,<N/A>,NO,Rented,True,3425-cattaraugus-ave
0,10739-10743 JEFFERSON BLVD,10739,2,1.0,1943,<N/A>,<N/A>,NO,Rented,True,10739-10743-jefferson-blvd
0,6300 GREEN VALLEY CIR,6300-218,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,11170 FAIRBANKS WAY,11170,3,2.0,1952,<N/A>,<N/A>,NO,Vacant,True,11170-fairbanks-way
0,3924 BENTLEY AVE,1,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,3924-bentley-ave
0,4029 SAWTELLE BLVD,4029,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,4029-sawtelle-blvd
0,6300 GREEN VALLEY CIR,6310-201,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,10900 CULVER BLVD,4,1,1.0,0,<N/A>,<N/A>,NO,Vacant,True,10900-culver-blvd
0,10900 CULVER BLVD,5,1,1.0,0,<N/A>,<N/A>,NO,Vacant,True,10900-culver-blvd
0,11163 BRADDOCK DR,11163,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,11163-braddock-dr
0,10771-10773 JEFFERSON BLVD,10773,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,10771-10773-jefferson-blvd
0,10771-10773 JEFFERSON BLVD,10771,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,10771-10773-jefferson-blvd
0,10765 JEFFERSON BLVD,10767,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,10765-jefferson-blvd
0,6300 GREEN VALLEY CIR,6340-106,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6430-337,0,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,3872 HURON AVE,3872,2,1.0,1947,<N/A>,<N/A>,NO,Vacant,True,3872-huron-ave
0,10785 NORTHGATE ST,10785,2,1.0,1950,<N/A>,<N/A>,NO,Vacant,True,10785-northgate-st
0,11260 OVERLAND AVE,17D,3,3.0,1967,<N/A>,<N/A>,NO,Vacant,True,11260-overland-ave
0,6300 GREEN VALLEY CIR,6320-100,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,3983 HIGUERA ST,3983,2,1.0,1950,<N/A>,<N/A>,NO,Rented,True,3983-higuera-st
0,6300 GREEN VALLEY CIR,6410-226,1,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,11124 VENICE BLVD,11,2,2.0,0,<N/A>,<N/A>,NO,Vacant,True,11124-venice-blvd
0,3108 RAINTREE CIR,3108,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,3108-raintree-cir
0,4067 HURON AVE,4067,2,1.0,1949,<N/A>,<N/A>,NO,Rented,True,4067-huron-ave
0,6300 GREEN VALLEY CIR,6430-235,0,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,4062 LA SALLE AVE,4062-3,2,2.0,1987,<N/A>,<N/A>,NO,Vacant,True,4062-la-salle-ave
0,6300 GREEN VALLEY CIR,6430-225,0,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6160-306,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6130-105,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,3852 BENTLEY AVE,1,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,3852-bentley-ave
0,6300 GREEN VALLEY CIR,6340-108,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,10144 CULVER BLVD,16,1,1.0,1962,<N/A>,<N/A>,NO,Vacant,True,10144-culver-blvd
0,10775-10779 JEFFERSON BLVD,10779,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,10775-10779-jefferson-blvd
0,6300 GREEN VALLEY CIR,6210-223,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6150-205,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6150-303,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6150-315,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6150-317,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6170-116,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,3817 PROSPECT AVE,3819-D,1,1.0,0,<N/A>,<N/A>,NO,Vacant,True,3817-prospect-ave
0,6300 GREEN VALLEY CIR,6180-133,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6180-225,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6180-231,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6180-243,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6180-249,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6180-325,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,10775-10779 JEFFERSON BLVD,10775,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,10775-10779-jefferson-blvd
0,3449 MCMANUS AVE,3449,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,3449-mcmanus-ave
0,6300 GREEN VALLEY CIR,6180-341,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,3449 MCMANUS AVE,3447,0,0.0,0,<N/A>,<N/A>,NO,Rented,True,3449-mcmanus-ave
0,6300 GREEN VALLEY CIR,6130-103,2,2.0,0,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6150-103,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,5215 SEPULVEDA BLVD,10C,2,2.5,1964,<N/A>,<N/A>,NO,Rented,True,5215-sepulveda-blvd
0,10144 CULVER BLVD,15,1,1.0,1962,<N/A>,<N/A>,NO,Vacant,True,10144-culver-blvd
0,6300 GREEN VALLEY CIR,6430-127,0,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6225 CANTERBURY DR,211,1,1.0,1969,<N/A>,<N/A>,NO,Vacant,True,6225-canterbury-dr
0,4550 OVERLAND AVE,113,2,2.0,0,<N/A>,<N/A>,NO,Vacant,True,4550-overland-ave
0,4550 OVERLAND AVE,111,2,2.0,0,<N/A>,<N/A>,NO,Vacant,True,4550-overland-ave
0,10144 CULVER BLVD,10,2,1.0,1962,<N/A>,<N/A>,NO,Vacant,True,10144-culver-blvd
0,6300 GREEN VALLEY CIR,6430-133,0,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6210-217,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6420-201,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,4550 OVERLAND AVE,227,2,2.0,0,<N/A>,<N/A>,NO,Vacant,True,4550-overland-ave
0,6300 GREEN VALLEY CIR,6420-105,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6100-209,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6100-307,2,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6110-117,1,2.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,6300 GREEN VALLEY CIR,6210-119,1,1.0,1968,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,4550 OVERLAND AVE,102,2,2.0,0,<N/A>,<N/A>,NO,Vacant,True,4550-overland-ave
0,6300 GREEN VALLEY CIR,6120-106,1,2.0,0,<N/A>,<N/A>,NO,Vacant,True,6300-green-valley-cir
0,5403-5409 KINSTON AVE,5409,2,1.0,1951,"$1,690",9/9/2021,NO,Rented,True,5403-5409-kinston-ave
0,5403-5409 KINSTON AVE,5407,2,1.0,1951,"$1,520",9/9/2021,NO,Rented,True,5403-5409-kinston-ave
0,5403-5409 KINSTON AVE,5405,2,1.0,1951,"$1,725",9/9/2021,NO,Rented,True,5403-5409-kinston-ave
0,5403 KINSTON AVE,5409,2,1.0,1951,"$1,690",9/9/2021,NO,Rented,True,5403-kinston-ave
0,5361-5367 KINSTON AVE,5363,2,1.0,1951,"$1,660",9/9/2021,NO,Rented,True,5361-5367-kinston-ave
0,5403 KINSTON AVE,5407,2,1.0,1951,"$1,520",9/9/2021,NO,Rented,True,5403-kinston-ave
0,5403 KINSTON AVE,5405,2,1.0,1951,"$1,725",9/9/2021,NO,Rented,True,5403-kinston-ave
0,5351-5357 KINSTON AVE,5355,2,1.0,1951,"$1,820",9/9/2021,NO,Rented,True,5351-5357-kinston-ave
0,5361 KINSTON AVE,5361,2,1.0,1951,"$1,685",9/9/2021,NO,Rented,True,5361-kinston-ave
0,5403 KINSTON AVE,5403,2,1.0,1951,"$1,590",9/9/2021,NO,Rented,True,5403-kinston-ave
0,5361 KINSTON AVE,5367,2,1.0,1951,"$1,645",9/9/2021,NO,Rented,True,5361-kinston-ave
0,5361 KINSTON AVE,5365,2,1.0,1951,"$1,410",9/9/2021,NO,Rented,True,5361-kinston-ave
0,5361 KINSTON AVE,5363,2,1.0,1951,"$1,660",9/9/2021,NO,Rented,True,5361-kinston-ave
0,5361-5367 KINSTON AVE,5365,2,1.0,1951,"$1,410",9/9/2021,NO,Rented,True,5361-5367-kinston-ave
0,5351 KINSTON AVE,5357,2,1.0,1951,"$2,195",9/9/2021,NO,Rented,True,5351-kinston-ave
0,5351 KINSTON AVE,5355,2,1.0,1951,"$1,820",9/9/2021,NO,Rented,True,5351-kinston-ave
0,5351 KINSTON AVE,5353,2,1.0,1951,"$2,000",9/9/2021,NO,Rented,True,5351-kinston-ave
0,5351 KINSTON AVE,5351,2,1.0,1951,"$1,790",9/9/2021,NO,Rented,True,5351-kinston-ave
0,5361-5367 KINSTON AVE,5367,2,1.0,1951,"$1,645",9/9/2021,NO,Rented,True,5361-5367-kinston-ave
0,5351-5357 KINSTON AVE,5357,2,1.0,1951,"$2,195",9/9/2021,NO,Rented,True,5351-5357-kinston-ave
0,5351-5357 KINSTON AVE,5351,2,1.0,1951,"$1,790",9/9/2021,NO,Rented,True,5351-5357-kinston-ave
0,5351-5357 KINSTON AVE,5353,2,1.0,1951,"$2,000",9/9/2021,NO,Rented,True,5351-5357-kinston-ave
0,5415 KINSTON AVE,5415,2,1.0,1951,"$1,550",9/9/2021,NO,Rented,True,5415-kinston-ave
0,5361-5367 KINSTON AVE,5361,2,1.0,1951,"$1,685",9/9/2021,NO,Rented,True,5361-5367-kinston-ave
0,5415 KINSTON AVE,5417,2,1.0,1951,"$1,530",9/9/2021,NO,Rented,True,5415-kinston-ave
0,5403-5409 KINSTON AVE,5403,2,1.0,1951,"$1,590",9/9/2021,NO,Rented,True,5403-5409-kinston-ave
0,5415-5421 KINSTON AVE,5417,2,1.0,1951,"$1,530",9/9/2021,NO,Rented,True,5415-5421-kinston-ave
0,5415-5421 KINSTON AVE,5421,2,1.0,1951,"$1,525",9/9/2021,NO,Rented,True,5415-5421-kinston-ave
0,5415-5421 KINSTON AVE,5415,2,1.0,1951,"$1,550",9/9/2021,NO,Rented,True,5415-5421-kinston-ave
0,5415-5421 KINSTON AVE,5419,2,1.0,1951,"$2,195",9/9/2021,NO,Rented,True,5415-5421-kinston-ave
0,5415 KINSTON AVE,5419,2,1.0,1951,"$2,195",9/9/2021,NO,Rented,True,5415-kinston-ave
0,5415 KINSTON AVE,5421,2,1.0,1951,"$1,525",9/9/2021,NO,Rented,True,5415-kinston-ave
0,4023 HARTER AVE,Harte,2,2.0,1948,"$1,700",9/9/2021,NO,Rented,True,4023-harter-ave
0,3222 LA CIENEGA AVE,104,0,1.0,1910,"$1,040",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,205,0,1.0,1910,"$1,450",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,301,0,1.0,1910,"$1,600",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,207,1,1.0,1910,"$1,825",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,106,0,1.0,1910,$0,9/7/2021,NO,Vacant,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,206,1,1.0,1910,"$1,775",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,204,1,1.0,1910,"$1,675",9/7/2021,NO,Vacant,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,103,0,1.0,1910,"$1,600",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,203,0,1.0,1910,"$1,000",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,202,0,1.0,1910,"$1,500",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,6105 WASHINGTON BLVD,6105,0,1.0,1936,"$1,150",9/7/2021,NO,Rented,True,6105-washington-blvd
0,3222 LA CIENEGA AVE,101,1,1.0,1910,"$1,600",9/7/2021,NO,Vacant,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,101A,0,1.0,1910,$850,9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,107,1,1.0,1910,"$1,840",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,102,0,1.0,1910,"$1,500",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,201,0,1.0,1910,"$1,535",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,3222 LA CIENEGA AVE,105,1,1.0,1910,"$1,780",9/7/2021,NO,Rented,True,3222-la-cienega-ave
0,6105 WASHINGTON BLVD,6107,3,1.0,1936,"$3,035",9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6111,4,1.0,1936,"$2,750",9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6123,0,1.0,1936,"$1,625",9/7/2021,NO,Vacant,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6121,1,1.0,1936,"$1,725",9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6117,3,1.0,1936,"$2,490",9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6115A,0,1.0,1936,$850,9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6113,3,2.0,1936,"$2,775",9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6113A,0,1.0,1936,"$1,240",9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6115,3,1.0,1936,"$2,445",9/7/2021,NO,Rented,True,6105-washington-blvd
0,6105 WASHINGTON BLVD,6109,4,2.0,1936,"$3,535",9/7/2021,NO,Rented,True,6105-washington-blvd
0,7320 RAINTREE CIR,7230,1,1.0,1972,"$1,000",9/7/1999,NO,Rented,True,7320-raintree-cir
0,5215 SEPULVEDA BLVD,13D,3,2.25,1972,"$2,800",9/6/2022,NO,Rented,True,5215-sepulveda-blvd
0,4149 JACKSON AVE,1,2,1.0,1923,"$2,700",9/6/2021,NO,Rented,True,4149-jackson-ave
0,5380 BLANCO WAY,1,3,2.0,1953,"$4,500",9/5/2022,NO,Rented,True,5380-blanco-way
0,13203 WASHINGTON BLVD,1/2,2,1.0,1958,"$3,295",9/4/2022,NO,Rented,True,13203-washington-blvd
0,6575 GREEN VALLEY CIR,308,2,2.0,1965,"$1,900",9/30/2022,NO,Rented,True,6575-green-valley-cir
0,3949 BENTLEY AVE,10,3,3.0,1990,"$3,300",9/30/2021,NO,Rented,True,3949-bentley-ave
0,5925 CANTERBURY DR,103,3,2.0,1968,"$2,421",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,204,3,2.0,1968,"$1,983",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,202,2,2.0,1968,"$2,137",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,206,2,2.0,1968,"$1,983",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,106,2,2.0,1968,"$2,215",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,210,2,2.0,1968,"$2,500",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,207,1,1.0,1968,"$1,597",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,111,3,2.0,1968,"$2,421",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,110,2,2.0,1968,"$2,600",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,203,3,2.0,1968,"$2,524",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,109,2,2.0,1968,"$2,086",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,209,2,2.0,1968,$250,9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,108,2,2.0,1968,"$1,983",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,102,2,2.0,1968,"$2,138",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,211,3,2.0,1968,"$2,446",9/30/2019,NO,Vacant,True,5925-canterbury-dr
0,5925 CANTERBURY DR,205,2,2.0,1968,"$2,137",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,201,1,1.0,1968,"$1,597",9/30/2019,NO,Vacant,True,5925-canterbury-dr
0,5925 CANTERBURY DR,107,1,1.0,1968,"$1,494",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,101,1,1.0,1968,"$1,597",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,112,3,2.0,1968,"$2,600",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,208,2,2.0,1968,"$1,957",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,104,3,2.0,1968,"$2,421",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,105,2,2.0,1968,"$2,189",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,306,2,2.0,1968,"$2,086",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,312,3,2.0,1968,"$2,600",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,311,3,2.0,1968,"$2,421",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,212,3,2.0,1968,"$2,421",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,309,2,2.0,1968,"$2,112",9/30/2019,NO,Vacant,True,5925-canterbury-dr
0,5925 CANTERBURY DR,307,1,1.0,1968,"$1,597",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,310,2,2.0,1968,"$2,215",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,305,2,2.0,1968,"$2,189",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,304,3,2.0,1968,"$2,421",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,303,3,2.0,1968,"$2,421",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,302,2,2.0,1968,"$2,137",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5925 CANTERBURY DR,301,1,1.0,1968,"$1,597",9/30/2019,NO,Rented,True,5925-canterbury-dr
0,5304 KINSTON AVE,5304,2,1.0,1951,"$2,695",9/3/2022,NO,Rented,True,5304-kinston-ave
0,4304 ELENDA ST,A,1,1.0,2021,$0,9/3/2021,NO,Vacant,True,4304-elenda-st
0,5900 CANTERBURY DR,A119,2,1.5,1971,"$1,900",9/29/2022,NO,Rented,True,5900-canterbury-dr
0,12022 WASHINGTON BLVD,2,0,1.0,1947,$650,9/29/2021,NO,Rented,True,12022-washington-blvd
0,12022 WASHINGTON BLVD,1,0,1.0,1947,$825,9/29/2021,NO,Rented,True,12022-washington-blvd
0,12022 WASHINGTON BLVD,24-2,0,1.0,1947,$0,9/29/2021,NO,Vacant,True,12022-washington-blvd
0,12022 WASHINGTON BLVD,24-3,0,1.0,1947,$750,9/29/2021,NO,Rented,True,12022-washington-blvd
0,12022 WASHINGTON BLVD,24-1,0,1.0,1947,$0,9/29/2021,NO,Vacant,True,12022-washington-blvd
0,12022 WASHINGTON BLVD,24-4,0,1.0,1947,$0,9/29/2021,NO,Vacant,True,12022-washington-blvd
0,12022 WASHINGTON BLVD,3,0,1.0,1947,$0,9/29/2021,NO,Vacant,True,12022-washington-blvd
0,12022 WASHINGTON BLVD,4,0,1.0,1947,"$1,100",9/29/2021,NO,Rented,True,12022-washington-blvd
0,5650 SUMNER WAY,201,2,2.0,1968,"$3,000",9/28/2022,NO,Rented,True,5650-sumner-way
0,10839 BARMAN AVE,1,3,2.0,1938,"$5,500",9/27/2022,NO,Rented,True,10839-barman-ave
0,11470 WASHINGTON PL,A,2,1.0,1950,"$1,800",9/27/2021,NO,Rented,True,11470-washington-pl
0,11470 WASHINGTON PL,B,2,1.0,1950,"$1,700",9/27/2021,NO,Rented,True,11470-washington-pl
0,11470 WASHINGTON PL,C,2,1.0,1950,"$1,500",9/27/2021,NO,Rented,True,11470-washington-pl
0,11470 WASHINGTON PL,D,2,1.0,1950,"$2,950",9/27/2021,NO,Rented,True,11470-washington-pl
0,4044 HURON AVE,4044,2,2.0,1931,$0,9/26/2022,NO,Vacant,True,4044-huron-ave
0,4044 HURON AVE,A,1,1.0,1931,$0,9/26/2022,NO,Vacant,True,4044-huron-ave
0,4044 HURON AVE,B,0,1.0,1931,$0,9/26/2022,NO,Vacant,True,4044-huron-ave
0,4060 TILDEN AVE,4058,3,2.5,1990,"$5,195",9/26/2022,NO,Rented,True,4060-tilden-ave
0,11741 WASHINGTON BLVD,E,2,1.0,1970,"$2,180",9/24/2020,NO,Rented,True,11741-washington-blvd
0,11729 WASHINGTON BLVD,C,1,1.0,1970,"$1,780",9/24/2020,NO,Rented,True,11729-washington-blvd
0,4070 CHARLES AVE,4070,3,1.5,1952,"$3,700",9/23/2022,NO,Rented,True,4070-charles-ave
0,10960 ALETTA AVE,1,3,1.0,1944,"$1,500",9/22/2022,NO,Rented,True,10960-aletta-ave
0,4037 MADISON AVE,4039,1,1.0,1915,"$1,047",9/22/2022,NO,Rented,True,4037-madison-ave
0,4037 MADISON AVE,4037,2,1.25,1915,"$2,664",9/22/2022,NO,Rented,True,4037-madison-ave
0,4037 MADISON AVE,4039.5,1,1.0,1915,"$1,350",9/22/2022,NO,Rented,True,4037-madison-ave
0,4121 IRVING PL,4121,2,1.0,1953,"$2,300",9/22/2020,NO,Rented,True,4121-irving-pl
0,3921-3923 HURON AVE,3923,2,1.0,1981,"$2,013",9/21/2021,NO,Rented,True,3921-3923-huron-ave
0,4921 INDIAN WOOD RD,486,2,1.0,1973,"$2,650",9/21/2021,NO,Rented,True,4921-indian-wood-rd
0,3921-3923 HURON AVE,3921,2,1.0,1981,"$2,618",9/21/2021,NO,Rented,True,3921-3923-huron-ave
0,3862 BENTLEY AVE,3864,1,1.0,1939,$875,9/20/2021,NO,Rented,True,3862-bentley-ave
0,11000 CULVER BLVD,D,1,1.0,1954,"$1,750",9/20/2021,NO,Rented,True,11000-culver-blvd
